target	sms	sms_length	kfold
True	therell minor shindig place later tonight interested	52	3
True	wont touch permission	21	3
True	yup havent want go yoga call book	33	3
True	ã¼ wan meet n combine parts hows da rest da project going	57	3
True	r ã¼ going todays meeting	25	3
True	film ill call later	19	3
False	wont believe true incredible txts reply g learn truly amazing things blow mind	78	3
True	number vivek	12	3
True	total disappointment texted craziest shit got	45	3
True	started searching get job dayshe great potential talent	55	3
True	mode men left	13	3
True	gud dearslp welltake careswt dreamsmuah	39	3
True	wa openin sentence formal anyway fine juz tt eatin much n puttin weighthaha anythin special happened	100	3
True	iâ€˜ve got salt rub open wounds like	36	3
True	escape theatre going watch kavalan minutes	42	3
True	call unable cal lets meet bhaskar deep	38	3
True	thats love hear v see sundayish	31	3
False	would like see xxx pics hot nearly banned uk	44	3
True	haha first person gonna ask	27	3
True	smile right go world wonder smiling think crazy keep away grins	63	3
True	hows champ leaving glasgow	26	3
True	worse uses half way stops better complete	41	3
True	yar lor actually quite fast cos da ge slow wat haha	51	3
True	know shall speak ltgt minutes	29	3
True	hello r bored inever thought id get bored tv tell something exciting happened anything	86	3
True	laid airtel line rest	21	3
True	either ideas know anyplaces something	37	3
True	told tell stupid hear wont tell anything dad called brother spoken	66	3
True	cool text head	14	3
True	many times lose best ones bcoz	30	3
False	free camera phones linerental cross ntwk mins price txt bundle deals also avble call mf	87	3
True	ltgt k oh send home sale	24	3
True	good evening	12	3
True	oops thk dun haf enuff go check tell ã¼	39	3
True	carry disturbing	16	3
True	ok good making money	20	3
True	hey nightsexcellent location wif breakfast hamper	49	3
True	great church holla get	22	3
True	first answer question	21	3
True	si take mokka players	21	3
True	said matter mind saying matter	30	3
True	dear denying words please	25	3
False	todays voda numbers ending selected receive award match please call quoting claim code standard rates app	105	3
False	urgent mobile â£ bonus caller prize attempt reach call asap	59	3
True	bus leaves ltgt	15	3
True	konw waht rael friendship gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams	165	3
True	jus chillaxin	13	3
True	valentines huh proof fb page ugh glad really didnt watch rupaul show tool	73	3
True	baby promise treat well bet take good care	42	3
True	g says never answer texts confirmdeny	37	3
True	jesus armand really trying tell everybody find	46	3
True	rofl betta invest anti aging products	37	3
True	march ending ready call sure problem capital never complete far hows work ladies	80	3
True	babe goes day sip cappuccino think love send kiss across sea	60	3
True	madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala	98	3
True	family responding anything room went home diwali one called coming makes feel like died	87	3
True	laptop noe infra slow lar wan fast one	38	3
True	aight call youre close	22	3
True	mm kanji eat anything heavy ok	30	3
True	understand message	18	3
True	ltgt going get	14	3
True	ãœ collecting laptop going configure da settings izzit	54	3
False	warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers	144	3
True	dawhats plan	12	3
False	new voicemail please call	25	3
True	still coming tonight	20	3
False	hey boys want hot xxx pics sent direct phone txt porn free per day stop text stopbcm sf	87	3
True	n funny	7	3
True	certainly puts things perspective something like happens	56	3
True	home ard wat time reach	23	3
False	sexy st georges day pic jordantxt pic miss every wk saucy pics c pocketbabecouk â£	82	3
False	urgent urgent free flights europe give away call sept take friend free call claim	81	3
True	yeah probably earlier	21	3
True	painful personal thought always try keep everybody happy time nobody recognises alone	85	3
True	said text one time	18	3
False	cmon babe make horny turn txt fantasy babe hot sticky need replies cost â£ cancel send stop	91	3
True	yesbut said	11	3
True	hey ive booked lessons sun liao	31	3
True	also fuck family going rhode island wherever fuck leaving alone week new bong gt	80	3
True	reached home tired come tomorro	31	3
False	urgent costa del sol holiday â£ await collection call toclaim sae tc stockport costâ£	85	3
True	docs appointments next week tired shoving stuff ugh couldnt normal body	71	3
True	messageno responcewhat happend	30	3
True	hello boytoy geeee miss already woke wish bed cuddling love	59	3
False	weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n	111	3
True	yo know anyone ltgt otherwise able buy liquor guy flaked right get hold somebody loko night	91	3
True	huh late fr dinner	18	3
True	guys close	10	3
True	dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regards	142	3
True	said look pretty wif long hair wat thk hes cutting quite short leh	66	3
True	nice day today love dearly	26	3
True	didnt complete gist oh	22	3
True	lol please actually send pic right wanna see pose comb hair dryer something	75	3
False	brand new mobile music service live free music player arrive shortly install phone browse content top artists	109	3
True	actually sleeping still might call back text rock sis send text wen wake	72	3
True	ready big day tomorrow	22	3
True	sorry ill call later meeting	28	3
True	guy gets used dumb realize	26	3
True	hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl	88	3
True	help swoop picking wherever birds r meeting want	48	3
True	really good see day dudette missing	35	3
True	really tot paper ended long ago wat copied jus got use happy lar still haf study	80	3
True		0	3
False	valued customer pleased advise following recent review mob awarded â£ bonus prize call	86	3
False	call freephone	14	3
True	wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob	108	3
True	come home	9	3
True	decided people care stuff vote caring stuff losers	50	3
True	oh getting even	15	3
True	think far find check google maps place dorm	43	3
True	dahe stupid daalways sending like thisdon believe messagepandy mental	69	3
True	aight well keep informed	24	3
True	hello news job making wait fifth week yeah woozles weasels exeter still home	76	3
True	sorry guess whenever get hold connections maybe hour two ill text	65	3
True	want sent ltgt mesages today thats sorry hurts	46	3
True	fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits	120	3
True	said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day	88	3
True	seeing	6	3
True	noice text youre	16	3
True	boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano	134	3
True	good evening ttyl	17	3
True	come karnan car please wait till directly goto doctor	53	3
False	reply name address receive post weeks completely free accommodation various global locations	92	3
True	home watching tv lor	20	3
True	forget though love walk beside watching keeping heart warm	58	3
True	babe said hours almost internet	31	3
False	freemessage jamsterget crazy frog sound poly text real text crazy sounds gbpweek tcs apply	90	3
True	avatar supposed subtoitles	26	3
True	lovely night xxx	16	3
True	happens r wat want come ill get medical insurance shell able deliver basic care currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance	195	3
False	latest news police station toilet stolen cops nothing go	56	3
True	shall come get pickle	21	3
True	cos lar ba dao ok pm lor never ask go ah said would ask fri said ask today	74	3
True	package programs well	21	3
True	shoot docs waiting room	23	3
False	xmas iscoming awarded either â£ cd gift vouchers free entry r â£ weekly draw txt music tnc	90	3
True	usualiam fine happy amp well	28	3
True	ill b soon	10	3
True	remet alex nichols middle school turns hes dealing	50	3
False	winner specially selected receive â£ cash â£ award speak live operator claim call cost	86	3
True	boys made fun today ok problem sent one message fun	51	3
True	ok prob	7	3
False	please call customer service representative freephone guaranteed â£ cash â£ prize	81	3
True	life face choices toss coin becoz settle question coin air know heart hoping	76	3
True	roger weâ€˜re probably going rem	32	3
False	latest nokia mobile ipod player â£ proze guaranteed reply win norcorp ltdâ£	75	3
True	noe ã¼ specify da domain nusstu ãœ still sch	44	3
True	studying ill free next weekend	30	3
True	ku also msg reply msg	21	3
True	want kiss feel next	19	3
True	indeed way either	17	3
True	wish feel alone	15	3
True	miles smiles r made frm letters know difference smile face keeps happy even though miles away keep smiling good nyt	115	3
True	ok	2	3
True	wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal	83	3
True	okay chasing dream whats good next	34	3
False	urgent â£ guaranteed award still unclaimed call claimcode â£	60	3
True	hi want join sts later meeting five call class	46	3
True	joining today formallypls keep prayingwill talk later	53	3
True	think got think use got good	28	3
True	electricity went fml	20	3
True	good registered vote	20	3
True	go fool cheat others ok	23	3
True	day class class	15	3
False	themobyo yo yohere comes new selection hot downloads members get free click open next link sent fone	100	3
True	miss ya need ya want ya love ya	31	3
True	ive sent wife text buy shell tell relax go get wkend	52	3
True	yup ã¼ noe leh	14	3
